,Stock1,Stock2
1340,BK,XRAY
1341,BK,FLIR
1342,BK,FOXA
1343,BK,GD
1344,BK,HIG
1345,BK,PEAK
1346,BK,HES
1347,BK,HPE
1348,BK,HWM
1349,BK,HBAN
1350,BK,KEY
1351,BK,KIM
1352,BK,LUMN
1353,BK,MPC
1354,BK,MGM
1355,BK,OMC
1356,BK,PBCT
1357,BK,PXD
1358,BK,ROST
1359,BK,LUV
1360,BK,SYY
1361,BK,USB
1362,BK,WRB
1363,BK,WBA
1364,BK,WYNN
1365,BK,ZION
1366,BAX,BBY
1367,BAX,BWA
1368,BAX,BXP
1369,BAX,BR
1370,BAX,CHRW
1371,BAX,COG
1372,BAX,CDNS
1373,BAX,CZR
1374,BAX,CPB
1375,BAX,COF
1376,BAX,KMX
1377,BAX,CCL
1378,BAX,CARR
1379,BAX,CTLT
1380,BAX,CAT
1381,BAX,CBOE
1382,BAX,CBRE
1383,BAX,CDW
1384,BAX,CE
1385,BAX,CNP
1386,BAX,CERN
1387,BAX,CF
1388,BAX,SCHW
1389,BAX,CVX
1390,BAX,CB
1391,BAX,CHD
1392,BAX,CINF
1393,BAX,CSCO
1394,BAX,C
1395,BAX,CFG
1396,BAX,CTXS
1397,BAX,CLX
1398,BAX,CME
1399,BAX,CTSH
1400,BAX,CL
1401,BAX,CMCSA
1402,BAX,CMA
1403,BAX,CAG
1404,BAX,COP
1405,BAX,CPRT
1406,BAX,GLW
1407,BAX,CTVA
1408,BAX,CSX
1409,BAX,CVS
1410,BAX,DHI
1411,BAX,DRI
1412,BAX,DVA
1413,BAX,DAL
1414,BAX,XRAY
1415,BAX,DVN
1416,BAX,FANG
1417,BAX,DLR
1418,BAX,DFS
1419,BAX,DISCA
1420,BAX,DISCK
1421,BAX,DISH
1422,BAX,DG
1423,BAX,DLTR
1424,BAX,DOV
1425,BAX,DOW
1426,BAX,DTE
1427,BAX,DRE
1428,BAX,DD
1429,BAX,DXC
1430,BAX,EMN
1431,BAX,ETN
1432,BAX,EBAY
1433,BAX,EA
1434,BAX,EMR
1435,BAX,ENPH
1436,BAX,ETR
1437,BAX,EOG
1438,BAX,EFX
1439,BAX,EQR
1440,BAX,ETSY
1441,BAX,EVRG
1442,BAX,EXC
1443,BAX,EXPE
1444,BAX,EXPD
1445,BAX,EXR
1446,BAX,XOM
1447,BAX,FFIV
1448,BAX,FAST
1449,BAX,FRT
1450,BAX,FIS
1451,BAX,FITB
1452,BAX,FE
1453,BAX,FRC
1454,BAX,FISV
1455,BAX,FLIR
1456,BAX,FMC
1457,BAX,F
1458,BAX,FTNT
1459,BAX,FTV
1460,BAX,FBHS
1461,BAX,FOXA
1462,BAX,FOX
1463,BAX,BEN
1464,BAX,FCX
1465,BAX,GPS
1466,BAX,GRMN
1467,BAX,IT
1468,BAX,GNRC
1469,BAX,GD
1470,BAX,GE
1471,BAX,GIS
1472,BAX,GM
1473,BAX,GPC
1474,BAX,GILD
1475,BAX,GL
1476,BAX,HAL
1477,BAX,HBI
1478,BAX,HIG
1479,BAX,HAS
1480,BAX,HCA
1481,BAX,PEAK
1482,BAX,HSIC
1483,BAX,HES
1484,BAX,HPE
1485,BAX,HLT
1486,BAX,HFC
1487,BAX,HOLX
1488,BAX,HON
1489,BAX,HRL
1490,BAX,HST
1491,BAX,HWM
1492,BAX,HPQ
1493,BAX,HBAN
1494,BAX,IEX
1495,BAX,INFO
1496,BAX,ITW
1497,BAX,IR
1498,BAX,INTC
1499,BAX,ICE
1500,BAX,IBM
1501,BAX,IP
1502,BAX,IPG
1503,BAX,IFF
1504,BAX,IVZ
1505,BAX,IPGP
1506,BAX,IQV
1507,BAX,IRM
1508,BAX,JKHY
1509,BAX,J
1510,BAX,JBHT
1511,BAX,SJM
1512,BAX,JNJ
1513,BAX,JCI
1514,BAX,JPM
1515,BAX,JNPR
1516,BAX,KSU
1517,BAX,K
1518,BAX,KEY
1519,BAX,KEYS
1520,BAX,KIM
1521,BAX,KMI
1522,BAX,KHC
1523,BAX,KR
1524,BAX,LB
1525,BAX,LW
1526,BAX,LVS
1527,BAX,LEG
1528,BAX,LEN
1529,BAX,LLY
1530,BAX,LNC
1531,BAX,LYV
1532,BAX,LKQ
1533,BAX,L
1534,BAX,LOW
1535,BAX,LUMN
1536,BAX,LYB
1537,BAX,MTB
1538,BAX,MRO
1539,BAX,MPC
1540,BAX,MAR
1541,BAX,MMC
1542,BAX,MAS
1543,BAX,MKC
1544,BAX,MXIM
1545,BAX,MCK
1546,BAX,MET
1547,BAX,MGM
1548,BAX,MCHP
1549,BAX,MU
1550,BAX,MAA
1551,BAX,MHK
1552,BAX,TAP
1553,BAX,MNST
1554,BAX,MS
1555,BAX,MOS
1556,BAX,MSI
1557,BAX,NDAQ
1558,BAX,NTAP
1559,BAX,NWL
1560,BAX,NEM
1561,BAX,NWSA
1562,BAX,NWS
1563,BAX,NEE
1564,BAX,NLSN
1565,BAX,NKE
1566,BAX,NI
1567,BAX,NTRS
1568,BAX,NLOK
1569,BAX,NCLH
1570,BAX,NOV
1571,BAX,NRG
1572,BAX,NUE
1573,BAX,NXPI
1574,BAX,OXY
1575,BAX,ODFL
1576,BAX,OMC
1577,BAX,OKE
1578,BAX,ORCL
1579,BAX,OTIS
1580,BAX,PCAR
1581,BAX,PKG
1582,BAX,PAYX
1583,BAX,PYPL
1584,BAX,PENN
1585,BAX,PNR
1586,BAX,PBCT
1587,BAX,PKI
1588,BAX,PRGO
1589,BAX,PFE
1590,BAX,PM
1591,BAX,PSX
1592,BAX,PNW
1593,BAX,PXD
1594,BAX,PNC
1595,BAX,PPG
1596,BAX,PPL
1597,BAX,PFG
1598,BAX,PG
1599,BAX,PGR
1600,BAX,PRU
1601,BAX,PTC
1602,BAX,PEG
1603,BAX,PHM
1604,BAX,PVH
1605,BAX,QRVO
1606,BAX,PWR
1607,BAX,QCOM
1608,BAX,DGX
1609,BAX,RL
1610,BAX,RJF
1611,BAX,RTX
1612,BAX,O
1613,BAX,REG
1614,BAX,RF
1615,BAX,RSG
1616,BAX,RMD
1617,BAX,RHI
1618,BAX,ROL
1619,BAX,ROST
1620,BAX,RCL
1621,BAX,SLB
1622,BAX,STX
1623,BAX,SEE
1624,BAX,SRE
1625,BAX,SPG
1626,BAX,SWKS
1627,BAX,SNA
1628,BAX,LUV
1629,BAX,SWK
1630,BAX,SBUX
1631,BAX,STT
1632,BAX,STE
1633,BAX,SYF
1634,BAX,SYY
1635,BAX,TMUS
1636,BAX,TROW
1637,BAX,TTWO
1638,BAX,TPR
1639,BAX,TGT
1640,BAX,TEL
1641,BAX,TER
1642,BAX,TXN
1643,BAX,TXT
1644,BAX,TJX
1645,BAX,TSCO
1646,BAX,TT
1647,BAX,TRV
1648,BAX,TRMB
1649,BAX,TFC
1650,BAX,TWTR
1651,BAX,TSN
1652,BAX,UDR
1653,BAX,USB
1654,BAX,UAA
1655,BAX,UA
1656,BAX,UNP
1657,BAX,UAL
1658,BAX,UPS
1659,BAX,UHS
1660,BAX,UNM
1661,BAX,VLO
1662,BAX,VTR
1663,BAX,VRSK
1664,BAX,VZ
1665,BAX,VFC
1666,BAX,VIAC
1667,BAX,VTRS
1668,BAX,VNO
1669,BAX,VMC
1670,BAX,WAB
1671,BAX,WMT
1672,BAX,WBA
1673,BAX,DIS
1674,BAX,WM
1675,BAX,WFC
1676,BAX,WELL
1677,BAX,WDC
1678,BAX,WU
1679,BAX,WRK
1680,BAX,WY
1681,BAX,WHR
1682,BAX,WMB
1683,BAX,WYNN
1684,BAX,XEL
1685,BAX,XLNX
1686,BAX,XYL
1687,BAX,YUM
1688,BAX,ZBH
1689,BAX,ZION
1690,BAX,ZTS
1691,BBY,CAG
1692,BBY,CPRT
1693,BBY,DRE
1694,BBY,FMC
1695,BBY,ITW
1696,BBY,LOW
1697,BBY,MAS
1698,BBY,NEE
1699,BBY,PCAR
1700,BBY,PLD
1701,BBY,SWKS
1702,BBY,ZTS
1703,BWA,DOW
1704,BWA,GPC
1705,BWA,HBI
1706,BWA,VMC
1707,BXP,CCL
1708,BXP,CBOE
1709,BXP,CLX
1710,BXP,DLR
1711,BXP,GIS
1712,BXP,KMI
1713,BXP,NOV
1714,BSX,CNP
1715,BSX,COP
1716,BSX,DAL
1717,BSX,DVN
1718,BSX,FANG
1719,BSX,EOG
1720,BSX,MRO
1721,BSX,NCLH
1722,BSX,RCL
1723,BSX,SLB
1724,BSX,TSN
1725,BSX,USB
1726,BSX,UA
1727,BSX,UAL
1728,BSX,UNM
1729,BSX,VTR
1730,BSX,VFC
1731,BSX,VNO
1732,BSX,WFC
1733,BSX,WELL
1734,BMY,CPB
1735,BMY,CAH
1736,BMY,CARR
1737,BR,CHRW
1738,BR,GLW
1739,BR,EMN
1740,BR,FTV
1741,BR,GPS
1742,BR,SEE
1743,BR,TEL
1744,BR,TRMB
1745,BR,UNP
1746,BR,WHR
1747,CHRW,CHD
1748,CHRW,MDLZ
1749,CHRW,UPS
1750,COG,CPB
1751,COG,CAH
1752,COG,CMS
1753,COG,KO
1754,COG,CVS
1755,COG,D
1756,COG,DUK
1757,COG,EIX
1758,COG,ETR
1759,COG,EVRG
1760,COG,ES
1761,COG,FIS
1762,COG,FISV
1763,COG,GL
1764,COG,GPN
1765,COG,HWM
1766,COG,K
1767,COG,LW
1768,COG,LVS
1769,COG,LDOS
1770,COG,LUMN
1771,COG,MRK
1772,COG,MAA
1773,COG,NTRS
1774,COG,PRGO
1775,COG,PPL
1776,COG,RTX
1777,COG,SRE
1778,COG,SO
1779,COG,STT
1780,COG,WEC
1781,COG,WU
1782,CDNS,CTLT
1783,CDNS,ETSY
1784,CDNS,IPGP
1785,CDNS,MCK
1786,CDNS,MNST
1787,CDNS,PYPL
1788,CDNS,TMUS
1789,CZR,CMCSA
1790,CZR,DOW
1791,CZR,EMR
1792,CZR,GPS
1793,CZR,GM
1794,CZR,HCA
1795,CZR,HON
1796,CZR,IP
1797,CZR,IQV
1798,CZR,NWSA
1799,CZR,NWS
1800,CZR,ORCL
1801,CZR,PM
1802,CZR,RHI
1803,CZR,TEL
1804,CZR,TJX
1805,CZR,VMC
1806,CZR,WRK
1807,CZR,WY
1808,CPB,CAH
1809,CPB,CARR
1810,CPB,CNC
1811,CPB,CTXS
1812,CPB,CAG
1813,CPB,CCI
1814,CPB,DLR
1815,CPB,DRE
1816,CPB,DXC
1817,CPB,EA
1818,CPB,ES
1819,CPB,HAS
1820,CPB,HRL
1821,CPB,INTC
1822,CPB,JKHY
1823,CPB,K
1824,CPB,KR
1825,CPB,LDOS
1826,CPB,NI
1827,CPB,NLOK
1828,CPB,OTIS
1829,CPB,PLD
1830,CPB,RMD
1831,COF,CBRE
1832,COF,IT
1833,COF,IRM
1834,COF,MET
1835,COF,MAA
1836,COF,MHK
1837,COF,MSI
1838,COF,NTAP
1839,COF,PNC
1840,COF,RJF
1841,COF,ROST
1842,CAH,CARR
1843,CAH,CAG
1844,CAH,CCI
1845,CAH,DVA
1846,CAH,DRE
1847,CAH,FAST
1848,CAH,FRC
1849,CAH,FTNT
1850,CAH,FCX
1851,CAH,GRMN
1852,CAH,GNRC
1853,CAH,GPN
1854,CAH,INFO
1855,CAH,ITW
1856,CAH,ICE
1857,CAH,JBHT
1858,CAH,JNJ
1859,CAH,KSU
1860,CAH,KEYS
1861,CAH,KR
1862,CAH,LLY
1863,CAH,MMC
1864,CAH,MAS
1865,CAH,MCHP
1866,CAH,MU
1867,CAH,MS
1868,CAH,NDAQ
1869,CAH,NEE
1870,CAH,NXPI
1871,CAH,ODFL
1872,CAH,OTIS
1873,CAH,PYPL
1874,CAH,PNR
1875,CAH,PEP
1876,CAH,PLD
1877,CAH,QRVO
1878,CAH,DGX
1879,CAH,RMD
1880,CAH,STX
1881,CAH,SWKS
1882,CAH,STT
1883,CAH,TROW
1884,CAH,TGT
1885,CAH,TER
1886,CAH,UNP
1887,KMX,CAT
1888,KMX,DOW
1889,KMX,EMR
1890,KMX,HBI
1891,KMX,MS
1892,KMX,NWS
1893,KMX,ORCL
1894,KMX,PWR
1895,KMX,RHI
1896,KMX,TXN
1897,KMX,UNP
1898,CCL,FRT
1899,CCL,NCLH
1900,CCL,NOV
1901,CCL,OXY
1902,CCL,UAL
1903,CCL,VNO
1904,CARR,GPS
1905,CARR,HRL
1906,CARR,KR
1907,CARR,NLOK
1908,CARR,VMC
1909,CTLT,CAG
1910,CTLT,ETSY
1911,CTLT,IPGP
1912,CTLT,MCK
1913,CTLT,MNST
1914,CTLT,PYPL
1915,CTLT,PKI
1916,CTLT,TMUS
1917,CAT,FRC
1918,CAT,FCX
1919,CAT,NWSA
1920,CAT,NXPI
1921,CAT,PWR
1922,CBOE,CVX
1923,CBOE,CLX
1924,CBOE,COP
1925,CBOE,EQR
1926,CBOE,FRT
1927,CBOE,FE
1928,CBOE,GIS
1929,CBOE,HFC
1930,CBOE,HRL
1931,CBOE,KMI
1932,CBOE,NOV
1933,CBOE,OXY
1934,CBOE,RTX
1935,CBOE,VNO
1936,CBOE,WBA
1937,CBOE,WFC
1938,CBRE,SCHW
1939,CBRE,FITB
1940,CBRE,HCA
1941,CBRE,IPG
1942,CBRE,JPM
1943,CBRE,MAA
1944,CBRE,NTAP
1945,CBRE,PM
1946,CBRE,PNC
1947,CBRE,RJF
1948,CBRE,RF
1949,CBRE,RHI
1950,CBRE,ROST
1951,CBRE,TPR
1952,CBRE,WRK
1953,CDW,SCHW
1954,CDW,GPS
1955,CDW,IP
1956,CDW,LKQ
1957,CDW,MAA
1958,CDW,NWL
1959,CDW,PM
1960,CDW,RJF
1961,CDW,RHI
1962,CDW,SNA
1963,CDW,WRK
1964,CDW,ZBH
1965,CE,EXR
1966,CE,GPS
1967,CE,VMC
1968,CNC,CTXS
1969,CNC,CCI
1970,CNC,EA
1971,CNC,FTNT
1972,CNC,GIS
1973,CNC,HRL
1974,CNC,RMD
1975,CNP,CTXS
1976,CNP,HAS
1977,CNP,JKHY
1978,CNP,RCL
1979,CNP,UAL
1980,CNP,VTR
1981,CNP,WELL
1982,CERN,SCHW
1983,CERN,CHD
1984,CERN,CFG
1985,CERN,CTSH
1986,CERN,CL
1987,CERN,CMCSA
1988,CERN,ED
1989,CERN,CPRT
1990,CERN,GLW
1991,CERN,CTVA
1992,CERN,CSX
1993,CERN,DHI
1994,CERN,DVA
1995,CERN,DFS
1996,CERN,DISCA
1997,CERN,DISCK
1998,CERN,DOV
1999,CERN,DOW
2000,CERN,DD
2001,CERN,EMN
2002,CERN,ETN
2003,CERN,EBAY
2004,CERN,EW
2005,CERN,EA
2006,CERN,EMR
2007,CERN,ENPH
2008,CERN,EFX
2009,CERN,ETSY
2010,CERN,EXPD
2011,CERN,EXR
2012,CERN,FFIV
2013,CERN,FAST
2014,CERN,FITB
2015,CERN,FE
2016,CERN,FRC
2017,CERN,FMC
2018,CERN,F
2019,CERN,FTNT
2020,CERN,FTV
2021,CERN,FBHS
2022,CERN,FCX
2023,CERN,GPS
2024,CERN,GRMN
2025,CERN,IT
2026,CERN,GNRC
2027,CERN,GE
2028,CERN,GM
2029,CERN,GPN
2030,CERN,HBI
2031,CERN,HCA
2032,CERN,HSIC
2033,CERN,HLT
2034,CERN,HOLX
2035,CERN,HON
2036,CERN,HPQ
2037,CERN,IEX
2038,CERN,INFO
2039,CERN,ITW
2040,CERN,IR
2041,CERN,ICE
2042,CERN,IP
2043,CERN,IPG
2044,CERN,IVZ
2045,CERN,IPGP
2046,CERN,J
2047,CERN,JBHT
2048,CERN,SJM
2049,CERN,JCI
2050,CERN,KSU
2051,CERN,KEYS
2052,CERN,KHC
2053,CERN,LB
2054,CERN,LEN
2055,CERN,LLY
2056,CERN,LYV
2057,CERN,LKQ
2058,CERN,LOW
2059,CERN,LYB
2060,CERN,MMC
2061,CERN,MAS
2062,CERN,MXIM
2063,CERN,MCK
2064,CERN,MET
2065,CERN,MCHP
2066,CERN,MU
2067,CERN,MHK
2068,CERN,MDLZ
2069,CERN,MNST
2070,CERN,MS
2071,CERN,MOS
2072,CERN,NTAP
2073,CERN,NWL
2074,CERN,NWSA
2075,CERN,NWS
2076,CERN,NEE
2077,CERN,NKE
2078,CERN,NUE
2079,CERN,NXPI
2080,CERN,ODFL
2081,CERN,ORCL
2082,CERN,OTIS
2083,CERN,PCAR
2084,CERN,PKG
2085,CERN,PAYX
2086,CERN,PYPL
2087,CERN,PENN
2088,CERN,PNR
2089,CERN,PEP
2090,CERN,PKI
2091,CERN,PRGO
2092,CERN,PFE
2093,CERN,PM
2094,CERN,PNC
2095,CERN,PPG
2096,CERN,PG
2097,CERN,PGR
2098,CERN,PTC
2099,CERN,PVH
2100,CERN,QRVO
2101,CERN,PWR
2102,CERN,QCOM
2103,CERN,DGX
2104,CERN,RJF
2105,CERN,RF
2106,CERN,RMD
2107,CERN,RHI
2108,CERN,ROL
2109,CERN,STX
2110,CERN,SEE
2111,CERN,SWKS
2112,CERN,SNA
2113,CERN,SWK
2114,CERN,SBUX
2115,CERN,STT
2116,CERN,STE
2117,CERN,SYY
2118,CERN,TMUS
2119,CERN,TROW
2120,CERN,TTWO
2121,CERN,TPR
2122,CERN,TGT
2123,CERN,TEL
2124,CERN,TER
2125,CERN,TXN
2126,CERN,TXT
2127,CERN,TJX
2128,CERN,TSCO
2129,CERN,TT
2130,CERN,TRV
2131,CERN,TRMB
2132,CERN,TFC
2133,CERN,TWTR
2134,CERN,UNP
2135,CERN,UPS
2136,CERN,VRSK
2137,CERN,VIAC
2138,CERN,WRB
2139,CERN,WAB
2140,CERN,WMT
2141,CERN,DIS
2142,CERN,WM
2143,CERN,WRK
2144,CERN,WY
2145,CERN,WHR
2146,CERN,WMB
2147,CERN,XEL
2148,CERN,XLNX
2149,CERN,XYL
2150,CERN,YUM
2151,CERN,ZBH
2152,CF,CMA
2153,CF,DVN
2154,CF,HIG
2155,CF,HES
2156,CF,NLSN
2157,CF,USB
2158,SCHW,HCA
2159,SCHW,IPG
2160,SCHW,IRM
2161,SCHW,MAA
2162,SCHW,NTAP
2163,SCHW,PM
2164,SCHW,RJF
2165,SCHW,STX
2166,SCHW,TJX
2167,CVX,CME
2168,CVX,FANG
2169,CVX,EOG
2170,CVX,XOM
2171,CVX,MRO
2172,CVX,REG
2173,CVX,TSN
2174,CVX,WBA
2175,CVX,WELL
2176,CB,CMA
2177,CB,DRI
2178,CB,XRAY
2179,CB,DFS
2180,CB,F
2181,CB,GM
2182,CB,HES
2183,CB,HBAN
2184,CB,IVZ
2185,CB,KEY
2186,CB,LYV
2187,CB,MGM
2188,CB,MHK
2189,CB,MSI
2190,CB,NTAP
2191,CB,NLSN
2192,CB,PXD
2193,CB,PFG
2194,CB,PVH
2195,CB,ROST
2196,CB,SYF
2197,CB,TXT
2198,CB,TFC
2199,CB,UAA
2200,CB,WAB
2201,CB,WDC
2202,CHD,FE
2203,CINF,DVN
2204,CSCO,JNPR
2205,C,CME
2206,C,FLIR
2207,C,FOXA
2208,C,PEAK
2209,C,HES
2210,C,KIM
2211,C,WBA
2212,CFG,XRAY
2213,CFG,IT
2214,CFG,HLT
2215,CFG,IVZ
2216,CFG,LYB
2217,CFG,MGM
2218,CFG,MAA
2219,CFG,MHK
2220,CFG,MSI
2221,CFG,NTAP
2222,CFG,ROST
2223,CTXS,HRL
2224,CTXS,JKHY
2225,CTXS,NI
2226,CTXS,PNW
2227,CTXS,TSN
2228,CTXS,UAL
2229,CLX,NEM
2230,CME,CMA
2231,CME,COP
2232,CME,DVN
2233,CME,EOG
2234,CME,XOM
2235,CME,FLIR
2236,CME,FOXA
2237,CME,FOX
2238,CME,GD
2239,CME,PEAK
2240,CME,HES
2241,CME,HPE
2242,CME,HST
2243,CME,IBM
2244,CME,KEY
2245,CME,KIM
2246,CME,LVS
2247,CME,L
2248,CME,LUMN
2249,CME,MTB
2250,CME,MRO
2251,CME,TAP
2252,CME,OMC
2253,CME,PBCT
2254,CME,PXD
2255,CME,RTX
2256,CME,REG
2257,CME,UDR
2258,CME,UHS
2259,CME,VLO
2260,CME,WBA
2261,CME,WFC
2262,CME,WDC
2263,CMS,FIS
2264,CMS,GPS
2265,CMS,LEG
2266,CMS,LKQ
2267,CMS,MRK
2268,CMS,NTRS
2269,CMS,NUE
2270,CMS,PM
2271,CMS,UPS
2272,CMS,VZ
2273,KO,CMA
2274,KO,DISCK
2275,KO,DTE
2276,KO,DD
2277,KO,FOXA
2278,KO,FOX
2279,KO,GILD
2280,KO,GL
2281,KO,HWM
2282,KO,INCY
2283,KO,IBM
2284,KO,LVS
2285,KO,LEG
2286,KO,LUMN
2287,KO,MSI
2288,KO,NTRS
2289,KO,PBCT
2290,KO,PPL
2291,KO,PVH
2292,KO,RL
2293,KO,SRE
2294,KO,LUV
2295,KO,SYF
2296,KO,SYY
2297,KO,TFC
2298,KO,USB
2299,KO,UAA
2300,KO,UHS
2301,KO,VFC
2302,KO,WAB
2303,KO,WBA
2304,KO,WELL
2305,KO,WRK
2306,CTSH,FTV
2307,CTSH,IR
2308,CTSH,MDLZ
2309,CTSH,TWTR
2310,CTSH,XLNX
2311,CL,FE
2312,CL,PKI
2313,CL,QCOM
2314,CL,DGX
2315,CL,ROL
2316,CL,STE
2317,CL,TMUS
2318,CL,TTWO
2319,CMCSA,DOW
2320,CMCSA,EMN
2321,CMCSA,EXR
2322,CMCSA,GPS
2323,CMCSA,HCA
2324,CMCSA,HON
2325,CMCSA,IR
2326,CMCSA,IP
2327,CMCSA,IQV
2328,CMCSA,J
2329,CMCSA,JCI
2330,CMCSA,LKQ
2331,CMCSA,NWL
2332,CMCSA,NWSA
2333,CMCSA,NWS
2334,CMCSA,NXPI
2335,CMCSA,PPG
2336,CMCSA,RHI
2337,CMCSA,SWK
2338,CMCSA,SBUX
2339,CMCSA,TEL
2340,CMCSA,WY
2341,CMCSA,XYL
2342,CMA,XRAY
2343,CMA,FOXA
2344,CMA,PEAK
2345,CMA,LNC
2346,CMA,MAR
2347,CMA,MGM
2348,CMA,MSI
2349,CMA,NLSN
2350,CMA,PRU
2351,CMA,PVH
2352,CMA,LUV
2353,CMA,SYF
2354,CMA,SYY
2355,CMA,UAA
2356,CAG,CCI
2357,CAG,DLR
2358,CAG,DG
2359,CAG,EBAY
2360,CAG,EA
2361,CAG,FAST
2362,CAG,FMC
2363,CAG,LOW
2364,CAG,MAS
2365,CAG,MNST
2366,CAG,NEM
2367,CAG,ODFL
2368,CAG,OTIS
2369,CAG,PLD
2370,CAG,DGX
2371,CAG,RMD
2372,CAG,SWKS
2373,CAG,TMUS
2374,COP,FOXA
2375,COP,FOX
2376,COP,HST
2377,COP,MTB
2378,COP,MRO
2379,COP,OMC
2380,COP,RTX
2381,COP,REG
2382,COP,TSN
2383,COP,UDR
2384,COP,WBA
2385,COP,WFC
2386,COP,WELL
2387,ED,EA
2388,CPRT,FMC
2389,CPRT,ITW
2390,CPRT,MDLZ
2391,CPRT,NKE
2392,CPRT,PEP
2393,CPRT,PKI
2394,CPRT,QCOM
2395,CPRT,STE
2396,CPRT,UNP
2397,GLW,CSX
2398,GLW,GPS
2399,GLW,IEX
2400,CTVA,CSX
2401,CTVA,EMN
2402,CTVA,FCX
2403,CTVA,GNRC
2404,CTVA,IR
2405,CTVA,PTC
2406,CTVA,PWR
2407,CTVA,TXN
2408,CTVA,TT
2409,CTVA,TRMB
2410,CCI,DLR
2411,CCI,FAST
2412,CCI,GIS
2413,CCI,KR
2414,CCI,LLY
2415,CCI,NEM
2416,CCI,NLOK
2417,CCI,ODFL
2418,CCI,OTIS
2419,CCI,DGX
2420,CCI,TMUS
2421,CCI,VTRS
2422,CSX,EMN
2423,CSX,FCX
2424,CSX,IEX
2425,CSX,IR
2426,CSX,LB
2427,CSX,MDLZ
2428,CSX,PNR
2429,CSX,PWR
2430,CSX,STE
2431,CSX,TEL
2432,CSX,TXN
2433,CSX,TT
2434,CSX,TRMB
2435,CSX,XYL
2436,CVS,STX
2437,CVS,STT
2438,CVS,TJX
2439,CVS,ZBH
2440,DHI,DRE
2441,DHI,EXPD
2442,DHI,FBHS
2443,DHI,INFO
2444,DHI,JBHT
2445,DHI,KSU
2446,DHI,LEN
2447,DHI,LOW
2448,DHI,TROW
2449,DHI,UNP
2450,DHI,UPS
2451,DRI,XRAY
2452,DRI,F
2453,DRI,LYV
2454,DRI,MGM
2455,DRI,MSI
2456,DRI,NLSN
2457,DRI,PFG
2458,DRI,PVH
2459,DRI,SYF
2460,DRI,TXT
2461,DRI,TRV
2462,DVA,MCK
2463,DVA,QRVO
2464,DVA,TER
2465,DAL,EXC
2466,DAL,WELL
2467,XRAY,DFS
2468,XRAY,FITB
2469,XRAY,F
2470,XRAY,IT
2471,XRAY,HIG
2472,XRAY,HES
2473,XRAY,HLT
2474,XRAY,HBAN
2475,XRAY,IVZ
2476,XRAY,KEY
2477,XRAY,LNC
2478,XRAY,LYB
2479,XRAY,MAR
2480,XRAY,MET
2481,XRAY,MGM
2482,XRAY,MHK
2483,XRAY,MOS
2484,XRAY,MSI
2485,XRAY,NTAP
2486,XRAY,NLSN
2487,XRAY,NTRS
2488,XRAY,PBCT
2489,XRAY,PXD
2490,XRAY,PNC
2491,XRAY,PFG
2492,XRAY,PRU
2493,XRAY,PVH
2494,XRAY,RL
2495,XRAY,ROST
2496,XRAY,SYF
2497,XRAY,SYY
2498,XRAY,TXT
2499,XRAY,TFC
2500,XRAY,VMC
2501,XRAY,WYNN
2502,XRAY,ZION
2503,DVN,EXC
2504,DVN,FLIR
2505,DVN,FOXA
2506,DVN,FOX
2507,DVN,GD
2508,DVN,HIG
2509,DVN,PEAK
2510,DVN,HST
2511,DVN,JKHY
2512,DVN,KIM
2513,DVN,LNC
2514,DVN,L
2515,DVN,MTB
2516,DVN,MAR
2517,DVN,TAP
2518,DVN,OMC
2519,DVN,REG
2520,DVN,UDR
2521,DVN,USB
2522,DVN,UAA
2523,DVN,UA
2524,DVN,UHS
2525,DVN,WRB
2526,DVN,WELL
2527,DVN,WYNN
2528,FANG,EOG
2529,FANG,JKHY
2530,FANG,MRO
2531,FANG,REG
2532,FANG,UA
2533,DLR,DG
2534,DLR,GIS
2535,DLR,KR
2536,DLR,NEM
2537,DLR,NI
2538,DLR,NLOK
2539,DLR,NOV
2540,DLR,OXY
2541,DLR,VTRS
2542,DFS,LYV
2543,DFS,MSI
2544,DFS,NTAP
2545,DFS,PVH
2546,DFS,ROST
2547,DFS,TXT
2548,DFS,VMC
2549,DISCA,GPS
2550,DISCA,HCA
2551,DISCA,HON
2552,DISCA,HPQ
2553,DISCA,IPG
2554,DISCA,IVZ
2555,DISCA,LYV
2556,DISCA,MGM
2557,DISCA,NTAP
2558,DISCA,NWL
2559,DISCA,NRG
2560,DISCA,PAYX
2561,DISCA,RJF
2562,DISCA,ROST
2563,DISCA,SBUX
2564,DISCA,TFC
2565,DISCA,TWTR
2566,DISCA,WDC
2567,DISCA,WY
2568,DISCA,ZION
2569,DISCK,EXPE
2570,DISCK,FITB
2571,DISCK,F
2572,DISCK,GE
2573,DISCK,GM
2574,DISCK,HBAN
2575,DISCK,IVZ
2576,DISCK,JPM
2577,DISCK,KEY
2578,DISCK,LYV
2579,DISCK,LYB
2580,DISCK,MET
2581,DISCK,MGM
2582,DISCK,MHK
2583,DISCK,NTAP
2584,DISCK,NLSN
2585,DISCK,NRG
2586,DISCK,PBCT
2587,DISCK,PXD
2588,DISCK,PNC
2589,DISCK,RL
2590,DISCK,RJF
2591,DISCK,RF
2592,DISCK,SYF
2593,DISCK,TPR
2594,DISCK,TFC
2595,DISCK,ZION
2596,DISH,EOG
2597,DISH,EXPE
2598,DISH,EXR
2599,DISH,FLIR
2600,DISH,F
2601,DISH,BEN
2602,DISH,GPS
