,Stock1,Stock2
2603,DISH,HBI
2604,DISH,HSIC
2605,DISH,IBM
2606,DISH,IVZ
2607,DISH,KIM
2608,DISH,MRO
2609,DISH,MHK
2610,DISH,NUE
2611,DISH,PVH
2612,DISH,TPR
2613,DISH,TRV
2614,DISH,UAA
2615,DISH,UA
2616,DISH,VMC
2617,DISH,WRB
2618,DISH,WM
2619,DISH,WMB
2620,DISH,YUM
2621,DG,FAST
2622,DLTR,DD
2623,DLTR,EXPE
2624,DLTR,PFG
2625,DLTR,PEG
2626,DLTR,SEE
2627,DLTR,TXT
2628,DLTR,TRV
2629,DLTR,VMC
2630,DLTR,YUM
2631,D,DOW
2632,D,DD
2633,D,DXC
2634,D,EMN
2635,D,EBAY
2636,D,EA
2637,D,ENPH
2638,D,EOG
2639,D,EQR
2640,D,ETSY
2641,D,EXC
2642,D,EXPE
2643,D,XOM
2644,D,FFIV
2645,D,FRT
2646,D,FITB
2647,D,FRC
2648,D,FLIR
2649,D,F
2650,D,FTNT
2651,D,FOXA
2652,D,FOX
2653,D,BEN
2654,D,FCX
2655,D,GPS
2656,D,IT
2657,D,GNRC
2658,D,GE
2659,D,GIS
2660,D,GM
2661,D,HAL
2662,D,HBI
2663,D,HIG
2664,D,HAS
2665,D,HCA
2666,D,HES
2667,D,HPE
2668,D,HFC
2669,D,HON
2670,D,HRL
2671,D,HST
2672,D,HWM
2673,D,HPQ
2674,D,HBAN
2675,D,INCY
2676,D,IR
2677,D,IP
2678,D,IPG
2679,D,IFF
2680,D,IVZ
2681,D,IPGP
2682,D,IRM
2683,D,SJM
2684,D,JCI
2685,D,JPM
2686,D,JNPR
2687,D,K
2688,D,KEY
2689,D,KEYS
2690,D,KMB
2691,D,KIM
2692,D,KMI
2693,D,KHC
2694,D,KR
2695,D,LB
2696,D,LLY
2697,D,LNC
2698,D,LYV
2699,D,L
2700,D,LYB
2701,D,MTB
2702,D,MRO
2703,D,MPC
2704,D,MAR
2705,D,MKC
2706,D,MXIM
2707,D,MET
2708,D,MGM
2709,D,MU
2710,D,MHK
2711,D,TAP
2712,D,MNST
2713,D,MS
2714,D,MOS
2715,D,NTAP
2716,D,NEM
2717,D,NWSA
2718,D,NWS
2719,D,NLSN
2720,D,NCLH
2721,D,NOV
2722,D,NUE
2723,D,OXY
2724,D,ODFL
2725,D,OMC
2726,D,OKE
2727,D,ORCL
2728,D,OTIS
2729,D,PKG
2730,D,PYPL
2731,D,PENN
2732,D,PBCT
2733,D,PKI
2734,D,PFE
2735,D,PM
2736,D,PSX
2737,D,PXD
2738,D,PNC
2739,D,PFG
2740,D,PRU
2741,D,PTC
2742,D,PVH
2743,D,QRVO
2744,D,PWR
2745,D,QCOM
2746,D,RL
2747,D,RJF
2748,D,REG
2749,D,RF
2750,D,RMD
2751,D,RHI
2752,D,ROL
2753,D,RCL
2754,D,SLB
2755,D,STX
2756,D,SEE
2757,D,SPG
2758,D,SNA
2759,D,LUV
2760,D,SBUX
2761,D,SYF
2762,D,SYY
2763,D,TMUS
2764,D,TTWO
2765,D,TPR
2766,D,TGT
2767,D,TEL
2768,D,TER
2769,D,TXN
2770,D,TXT
2771,D,TSCO
2772,D,TT
2773,D,TRV
2774,D,TRMB
2775,D,TFC
2776,D,TWTR
2777,D,TSN
2778,D,UDR
2779,D,USB
2780,D,UAA
2781,D,UA
2782,D,UAL
2783,D,UPS
2784,D,UHS
2785,D,UNM
2786,D,VLO
2787,D,VTR
2788,D,VFC
2789,D,VIAC
2790,D,VTRS
2791,D,VNO
2792,D,VMC
2793,D,WMT
2794,D,WBA
2795,D,DIS
2796,D,WEC
2797,D,WFC
2798,D,WELL
2799,D,WDC
2800,D,WU
2801,D,WRK
2802,D,WMB
2803,D,WYNN
2804,D,XLNX
2805,D,XYL
2806,D,YUM
2807,D,ZION
2808,DOV,INFO
2809,DOV,LKQ
2810,DOV,NWL
2811,DOV,NXPI
2812,DOV,PNR
2813,DOV,PM
2814,DOV,PHM
2815,DOW,EMR
2816,DOW,GPS
2817,DOW,HCA
2818,DOW,IP
2819,DOW,IQV
2820,DOW,JCI
2821,DOW,NWS
2822,DOW,PPG
2823,DOW,SBUX
2824,DOW,VMC
2825,DOW,WY
2826,DTE,DD
2827,DTE,EXPE
2828,DTE,F
2829,DTE,GPS
2830,DTE,GPC
2831,DTE,HBI
2832,DTE,HSIC
2833,DTE,LEG
2834,DTE,LYV
2835,DTE,LYB
2836,DTE,MGM
2837,DTE,MHK
2838,DTE,MOS
2839,DTE,MSI
2840,DTE,PFG
2841,DTE,PEG
2842,DTE,PVH
2843,DTE,SYF
2844,DTE,TXT
2845,DTE,TRV
2846,DTE,VMC
2847,DTE,WRB
2848,DUK,EMN
2849,DUK,ETN
2850,DUK,EW
2851,DUK,EMR
2852,DUK,EXR
2853,DUK,FITB
2854,DUK,FRC
2855,DUK,FISV
2856,DUK,F
2857,DUK,FCX
2858,DUK,GPS
2859,DUK,GRMN
2860,DUK,IT
2861,DUK,GNRC
2862,DUK,GE
2863,DUK,GM
2864,DUK,GPC
2865,DUK,GPN
2866,DUK,HBI
2867,DUK,HCA
2868,DUK,HSY
2869,DUK,HLT
2870,DUK,HON
2871,DUK,HPQ
2872,DUK,HBAN
2873,DUK,IEX
2874,DUK,INFO
2875,DUK,IP
2876,DUK,IPG
2877,DUK,IVZ
2878,DUK,IQV
2879,DUK,IRM
2880,DUK,J
2881,DUK,JCI
2882,DUK,JPM
2883,DUK,KSU
2884,DUK,KEY
2885,DUK,LB
2886,DUK,LKQ
2887,DUK,LYB
2888,DUK,MCK
2889,DUK,MDT
2890,DUK,MET
2891,DUK,MGM
2892,DUK,MCHP
2893,DUK,MU
2894,DUK,MHK
2895,DUK,MS
2896,DUK,MOS
2897,DUK,MSI
2898,DUK,NTAP
2899,DUK,NWL
2900,DUK,NWSA
2901,DUK,NWS
2902,DUK,NTRS
2903,DUK,NUE
2904,DUK,NXPI
2905,DUK,ORCL
2906,DUK,PKG
2907,DUK,PAYX
2908,DUK,PNR
2909,DUK,PBCT
2910,DUK,PM
2911,DUK,PNC
2912,DUK,PPG
2913,DUK,PFG
2914,DUK,PWR
2915,DUK,RJF
2916,DUK,RF
2917,DUK,RHI
2918,DUK,ROST
2919,DUK,STX
2920,DUK,SEE
2921,DUK,SNA
2922,DUK,SO
2923,DUK,SBUX
2924,DUK,SYF
2925,DUK,SYY
2926,DUK,TPR
2927,DUK,TGT
2928,DUK,TEL
2929,DUK,TXN
2930,DUK,TJX
2931,DUK,TT
2932,DUK,VZ
2933,DUK,VMC
2934,DUK,DIS
2935,DUK,WM
2936,DUK,WDC
2937,DUK,WRK
2938,DUK,WY
2939,DUK,XYL
2940,DUK,ZION
2941,DRE,ETN
2942,DRE,EXPD
2943,DRE,FAST
2944,DRE,FRC
2945,DRE,FMC
2946,DRE,FBHS
2947,DRE,FCX
2948,DRE,GRMN
2949,DRE,GNRC
2950,DRE,INFO
2951,DRE,ITW
2952,DRE,ICE
2953,DRE,JBHT
2954,DRE,KSU
2955,DRE,KHC
2956,DRE,LEN
2957,DRE,LOW
2958,DRE,MMC
2959,DRE,MAS
2960,DRE,MXIM
2961,DRE,MCK
2962,DRE,MNST
2963,DRE,MS
2964,DRE,NDAQ
2965,DRE,ODFL
2966,DRE,ORCL
2967,DRE,PKG
2968,DRE,PYPL
2969,DRE,PNR
2970,DRE,QRVO
2971,DRE,PWR
2972,DRE,DGX
2973,DRE,SWKS
2974,DRE,SWK
2975,DRE,STE
2976,DRE,TROW
2977,DRE,TGT
2978,DRE,TER
2979,DRE,TXN
2980,DRE,TSCO
2981,DRE,UNP
2982,DRE,UPS
2983,DRE,WHR
2984,DD,TRV
2985,DD,WMB
2986,DD,YUM
2987,DXC,HAS
2988,DXC,JKHY
2989,DXC,L
2990,DXC,SRE
2991,DXC,UAA
2992,DXC,UA
2993,DXC,UHS
2994,DXC,WELL
2995,EMN,IEX
2996,EMN,ICE
2997,EMN,MCK
2998,EMN,TEL
2999,EMN,TXN
3000,EMN,TRMB
3001,ETN,GRMN
3002,ETN,GNRC
3003,ETN,INFO
3004,ETN,ICE
3005,ETN,LEN
3006,ETN,NXPI
3007,ETN,PNR
3008,ETN,TROW
3009,ETN,TGT
3010,ETN,TXN
3011,EBAY,DGX
3012,EBAY,TSCO
3013,EIX,GIS
3014,EIX,NEM
3015,EIX,NCLH
3016,EIX,NOV
3017,EIX,RTX
3018,EIX,RCL
3019,EIX,TSN
3020,EIX,UAL
3021,EIX,VTRS
3022,EIX,VNO
3023,EW,EMR
3024,EW,EXPD
3025,EW,FRC
3026,EW,FBHS
3027,EW,FCX
3028,EW,GPS
3029,EW,GRMN
3030,EW,INFO
3031,EW,ITW
3032,EW,IR
3033,EW,ICE
3034,EW,JBHT
3035,EW,KSU
3036,EW,KEYS
3037,EW,KHC
3038,EW,LEN
3039,EW,LKQ
3040,EW,LOW
3041,EW,MAS
3042,EW,MXIM
3043,EW,MCK
3044,EW,MCHP
3045,EW,MS
3046,EW,NWL
3047,EW,NKE
3048,EW,NXPI
3049,EW,PCAR
3050,EW,PKG
3051,EW,PNR
3052,EW,PEP
3053,EW,PKI
3054,EW,PM
3055,EW,PPG
3056,EW,PLD
3057,EW,PHM
3058,EW,QRVO
3059,EW,PWR
3060,EW,QCOM
3061,EW,DGX
3062,EW,SWK
3063,EW,STT
3064,EW,TGT
3065,EW,TXN
3066,EW,TJX
3067,EW,TT
3068,EW,UNP
3069,EW,UPS
3070,EW,VZ
3071,EW,WY
3072,EW,WHR
3073,EW,ZTS
3074,EA,FAST
3075,EA,NEM
3076,EMR,NWL
3077,EMR,TJX
3078,EMR,ZBH
3079,ENPH,IPGP
3080,ETR,MRK
3081,EOG,FRT
3082,EOG,FOXA
3083,EOG,FOX
3084,EOG,GD
3085,EOG,HIG
3086,EOG,HST
3087,EOG,MRO
3088,EOG,OMC
3089,EOG,REG
3090,EOG,UDR
3091,EOG,UAA
3092,EOG,UA
3093,EFX,GNRC
3094,EFX,JBHT
3095,EFX,NDAQ
3096,EFX,TROW
3097,EQR,HFC
3098,EQR,MRO
3099,EQR,NOV
3100,EQR,OKE
3101,EQR,WFC
3102,ETSY,IPGP
3103,ETSY,MXIM
3104,EVRG,XOM
3105,EVRG,FRT
3106,EVRG,FE
3107,EVRG,GIS
3108,EVRG,HES
3109,EVRG,HPE
3110,EVRG,HFC
3111,EVRG,HST
3112,EVRG,INCY
3113,EVRG,IBM
3114,EVRG,KIM
3115,EVRG,KMI
3116,EVRG,LVS
3117,EVRG,MRO
3118,EVRG,MPC
3119,EVRG,MKC
3120,EVRG,NEM
3121,EVRG,NCLH
3122,EVRG,NOV
3123,EVRG,OXY
3124,EVRG,OMC
3125,EVRG,PBCT
3126,EVRG,PSX
3127,EVRG,RTX
3128,EVRG,REG
3129,EVRG,ROL
3130,EVRG,SLB
3131,EVRG,SPG
3132,EVRG,TSN
3133,EVRG,UDR
3134,EVRG,VLO
3135,EVRG,VRSK
3136,EVRG,VNO
3137,EVRG,WMT
3138,EVRG,WBA
3139,EVRG,WFC
3140,ES,FAST
3141,ES,FIS
3142,ES,FRC
3143,ES,FMC
3144,ES,FBHS
3145,ES,GPS
3146,ES,GRMN
3147,ES,GNRC
3148,ES,HFC
3149,ES,HOLX
3150,ES,HRL
3151,ES,INFO
3152,ES,IR
3153,ES,K
3154,ES,KR
3155,ES,LDOS
3156,ES,LEN
3157,ES,MMC
3158,ES,MAS
3159,ES,MKC
3160,ES,MXIM
3161,ES,MCHP
3162,ES,MS
3163,ES,NEM
3164,ES,NEE
3165,ES,NKE
3166,ES,NI
3167,ES,NLOK
3168,ES,OXY
3169,ES,OTIS
3170,ES,PCAR
3171,ES,PG
3172,ES,PGR
3173,ES,QRVO
3174,ES,QCOM
3175,ES,RMD
3176,ES,ROL
3177,ES,SWKS
3178,ES,STT
3179,ES,TMUS
3180,ES,TTWO
3181,ES,TGT
3182,ES,TSCO
3183,ES,TT
3184,ES,VLO
3185,ES,VRSK
3186,ES,VZ
3187,ES,WMT
3188,ES,WFC
3189,ES,ZTS
3190,EXC,FRT
3191,EXC,FOXA
3192,EXC,FOX
3193,EXC,HAL
3194,EXC,HAS
3195,EXC,PEAK
3196,EXC,HPE
3197,EXC,HRL
3198,EXC,HST
3199,EXC,HWM
3200,EXC,INCY
3201,EXC,JKHY
3202,EXC,KIM
3203,EXC,LNC
3204,EXC,LYV
3205,EXC,L
3206,EXC,MTB
3207,EXC,MRO
3208,EXC,MPC
3209,EXC,MAR
3210,EXC,OMC
3211,EXC,PRU
3212,EXC,PVH
3213,EXC,REG
3214,EXC,RCL
3215,EXC,SLB
3216,EXC,SPG
3217,EXC,LUV
3218,EXC,TSN
3219,EXC,UDR
3220,EXC,USB
3221,EXC,UAA
3222,EXC,UA
3223,EXC,UAL
3224,EXC,UHS
3225,EXC,UNM
3226,EXC,VLO
3227,EXC,VFC
3228,EXC,WBA
3229,EXC,WFC
3230,EXC,WELL
3231,EXC,WYNN
3232,EXPE,EXR
3233,EXPE,F
3234,EXPE,GM
3235,EXPE,MOS
3236,EXPE,MSI
3237,EXPE,PFG
3238,EXPE,TXT
3239,EXPE,TRV
3240,EXPE,VMC
3241,EXPD,IEX
3242,EXPD,KSU
3243,EXPD,ORCL
3244,EXPD,PWR
3245,EXPD,TT
3246,EXPD,UPS
3247,EXR,GPS
3248,EXR,GM
3249,EXR,GPC
3250,EXR,HPQ
3251,EXR,IQV
3252,EXR,J
3253,EXR,JCI
3254,EXR,MOS
3255,EXR,NWSA
3256,EXR,NWS
3257,EXR,NUE
3258,EXR,RJF
3259,EXR,RHI
3260,EXR,SNA
3261,EXR,SBUX
3262,EXR,TPR
3263,EXR,VMC
3264,XOM,MRO
3265,XOM,REG
3266,XOM,UDR
3267,FFIV,KEYS
3268,FFIV,TWTR
3269,FAST,FMC
3270,FAST,ODFL
3271,FAST,PLD
3272,FAST,DGX
3273,FAST,ZTS
3274,FRT,KMI
3275,FRT,MRO
3276,FRT,NOV
3277,FRT,OXY
3278,FRT,OKE
3279,FRT,SLB
3280,FRT,SPG
3281,FRT,TSN
3282,FRT,UAL
3283,FRT,WFC
3284,FIS,FMC
3285,FIS,FBHS
3286,FIS,FCX
3287,FIS,GPS
3288,FIS,GNRC
3289,FIS,HRL
3290,FIS,ITW
3291,FIS,IPGP
3292,FIS,JBHT
3293,FIS,SJM
3294,FIS,JNJ
3295,FIS,KSU
3296,FIS,K
3297,FIS,KR
3298,FIS,LEN
3299,FIS,LLY
3300,FIS,LOW
3301,FIS,MAS
3302,FIS,MDLZ
3303,FIS,NDAQ
3304,FIS,NWL
3305,FIS,NEM
3306,FIS,NEE
3307,FIS,NKE
3308,FIS,ODFL
3309,FIS,OTIS
3310,FIS,PCAR
3311,FIS,PKG
3312,FIS,PNR
3313,FIS,PEP
3314,FIS,PG
3315,FIS,PGR
3316,FIS,PLD
3317,FIS,PHM
3318,FIS,PWR
3319,FIS,QCOM
3320,FIS,DGX
3321,FIS,RMD
3322,FIS,SWKS
3323,FIS,STT
3324,FIS,TROW
3325,FIS,TTWO
3326,FIS,TGT
3327,FIS,TER
3328,FIS,TSCO
3329,FIS,TT
3330,FIS,UNP
3331,FIS,UPS
3332,FIS,VZ
3333,FIS,VTRS
3334,FIS,VMC
3335,FIS,WMT
3336,FIS,XEL
3337,FIS,ZTS
3338,FITB,IT
3339,FITB,IVZ
3340,FITB,IRM
3341,FITB,LYB
3342,FITB,MET
3343,FITB,MAA
3344,FITB,MHK
3345,FITB,MSI
3346,FITB,NTAP
3347,FITB,ROST
3348,FE,ROL
3349,FE,VRSK
3350,FE,WMT
3351,FRC,FCX
3352,FRC,GRMN
3353,FRC,KEYS
3354,FRC,MCK
3355,FRC,MS
3356,FRC,NXPI
3357,FRC,ORCL
3358,FRC,PM
3359,FRC,TROW
3360,FRC,TXN
3361,FISV,HBAN
3362,FISV,JPM
3363,FISV,MAA
3364,FISV,NTAP
3365,FISV,NTRS
3366,FISV,PM
3367,FISV,PVH
3368,FISV,RL
3369,FISV,STX
3370,FISV,SO
3371,FISV,STT
3372,FLIR,FOXA
3373,FLIR,HIG
3374,FLIR,HES
3375,FLIR,HPE
3376,FLIR,HST
3377,FLIR,KIM
3378,FLIR,LNC
3379,FLIR,NLSN
3380,FLIR,PBCT
3381,FLIR,PXD
3382,FLIR,RL
3383,FLIR,LUV
3384,FLIR,USB
3385,FLIR,WBA
3386,FMC,FBHS
3387,FMC,GNRC
3388,FMC,ICE
3389,FMC,IPGP
3390,FMC,LOW
3391,FMC,MAS
3392,FMC,MNST
3393,FMC,NEE
3394,FMC,NKE
3395,FMC,PCAR
3396,FMC,PYPL
3397,FMC,PEP
3398,FMC,PKI
3399,FMC,PLD
3400,FMC,QRVO
3401,FMC,QCOM
3402,FMC,DGX
3403,FMC,RMD
3404,FMC,ROL
3405,FMC,SWKS
3406,FMC,TTWO
3407,FMC,TGT
3408,FMC,TER
3409,FMC,UPS
3410,FMC,ZTS
3411,F,IT
3412,F,LYV
3413,F,MSI
3414,F,TRV
3415,F,TFC
3416,F,VMC
3417,F,DIS
3418,FTNT,JNJ
3419,FTNT,KHC
3420,FTNT,NDAQ
3421,FTV,PAYX
3422,FTV,XLNX
3423,FBHS,ITW
3424,FBHS,UNP
3425,FOXA,GD
3426,FOXA,GE
3427,FOXA,HAL
3428,FOXA,HIG
3429,FOXA,PEAK
3430,FOXA,HES
3431,FOXA,HPE
3432,FOXA,HST
3433,FOXA,HWM
3434,FOXA,KEY
3435,FOXA,KIM
3436,FOXA,LVS
3437,FOXA,LNC
3438,FOXA,LYV
3439,FOXA,L
3440,FOXA,MTB
3441,FOXA,MRO
3442,FOXA,MAR
3443,FOXA,MGM
3444,FOXA,OMC
3445,FOXA,PBCT
3446,FOXA,PXD
3447,FOXA,PRU
3448,FOXA,RL
3449,FOXA,ROST
3450,FOXA,LUV
3451,FOXA,SYY
3452,FOXA,TFC
3453,FOXA,UDR
3454,FOXA,USB
3455,FOXA,UAA
3456,FOXA,UA
3457,FOXA,UNM
3458,FOXA,WRB
3459,FOXA,WBA
3460,FOXA,WDC
3461,FOXA,WYNN
3462,FOX,GD
3463,FOX,HAL
3464,FOX,HIG
3465,FOX,PEAK
3466,FOX,HES
3467,FOX,HPE
3468,FOX,HST
3469,FOX,HWM
3470,FOX,IBM
3471,FOX,KEY
3472,FOX,KIM
3473,FOX,LVS
3474,FOX,LNC
3475,FOX,L
3476,FOX,MTB
3477,FOX,MRO
3478,FOX,MAR
3479,FOX,MGM
3480,FOX,OMC
3481,FOX,PBCT
3482,FOX,PXD
3483,FOX,PRU
3484,FOX,LUV
3485,FOX,SYY
3486,FOX,UDR
3487,FOX,USB
3488,FOX,UAA
3489,FOX,UA
3490,FOX,UNM
3491,FOX,WRB
3492,FOX,WBA
3493,FOX,WYNN
3494,BEN,TRV
3495,BEN,UAA
3496,BEN,YUM
3497,FCX,TXN
3498,FCX,TRMB
3499,GPS,HCA
3500,GPS,HON
3501,GPS,HPQ
3502,GPS,IEX
3503,GPS,IQV
3504,GPS,IRM
3505,GPS,J
3506,GPS,JCI
3507,GPS,NWSA
3508,GPS,NWS
3509,GPS,PPG
3510,GPS,RJF
3511,GPS,RHI
3512,GPS,SNA
3513,GPS,SBUX
3514,GPS,VMC
3515,GPS,WM
3516,GPS,XYL
3517,GRMN,INFO
3518,GRMN,MCK
3519,GRMN,MS
3520,GRMN,NXPI
3521,GRMN,PNR
3522,GRMN,TROW
3523,IT,GPC
3524,IT,IPG
3525,IT,IVZ
3526,IT,LYB
3527,IT,MET
3528,IT,MHK
3529,IT,MOS
3530,IT,NTAP
3531,IT,PNC
3532,IT,TPR
3533,IT,VMC
3534,GNRC,MXIM
3535,GNRC,MCK
3536,GNRC,DGX
3537,GNRC,STE
3538,GNRC,TROW
3539,GNRC,TGT
3540,GD,HIG
3541,GD,PEAK
3542,GD,HES
3543,GD,KIM
3544,GD,OMC
3545,GD,TSN
3546,GE,MSI
3547,GE,PBCT
3548,GE,PVH
3549,GE,RL
3550,GE,ROST
3551,GIS,NEM
3552,GM,MOS
3553,GM,SBUX
3554,GM,TPR
3555,GM,VMC
3556,GM,DIS
3557,GM,WRK
3558,GPC,HBI
3559,GPC,NUE
3560,GPC,SNA
3561,GPC,VMC
3562,GPC,WM
3563,GL,PEAK
3564,GL,HPE
3565,GL,HWM
3566,GL,HBAN
3567,GL,KIM
3568,GL,LVS
3569,GL,LEG
3570,GL,LUMN
3571,GL,MAR
3572,GL,PVH
3573,GL,ROST
3574,GL,LUV
3575,GL,SYF
3576,GL,SYY
3577,GL,VFC
3578,GL,WDC
3579,GPN,INFO
3580,GPN,IR
3581,GPN,IP
3582,GPN,JBHT
3583,GPN,JNJ
3584,GPN,KSU
3585,GPN,KEYS
3586,GPN,KHC
3587,GPN,LB
3588,GPN,LLY
3589,GPN,LKQ
3590,GPN,MXIM
3591,GPN,MCK
3592,GPN,MDT
3593,GPN,MCHP
3594,GPN,MU
3595,GPN,MS
3596,GPN,NTAP
3597,GPN,NWL
3598,GPN,NEE
3599,GPN,NKE
3600,GPN,NXPI
3601,GPN,ODFL
3602,GPN,PCAR
3603,GPN,PKG
3604,GPN,PENN
3605,GPN,PNR
3606,GPN,PEP
3607,GPN,PM
3608,GPN,PTC
3609,GPN,QRVO
3610,GPN,PWR
3611,GPN,QCOM
3612,GPN,RHI
3613,GPN,STX
3614,GPN,SWKS
3615,GPN,STT
3616,GPN,TROW
3617,GPN,TGT
3618,GPN,TER
3619,GPN,TXN
3620,GPN,TJX
3621,GPN,TT
3622,GPN,WRK
3623,HAL,HIG
3624,HAL,PEAK
3625,HAL,HSIC
3626,HAL,HWM
3627,HAL,KIM
3628,HAL,LYV
3629,HAL,L
3630,HAL,MAR
3631,HAL,MGM
3632,HAL,MSI
3633,HAL,PRU
3634,HAL,SYY
3635,HAL,UAA
3636,HAL,UA
3637,HAL,WRB
3638,HAL,WAB
3639,HAL,WELL
3640,HAL,WYNN
3641,HBI,IQV
3642,HBI,IRM
3643,HBI,JCI
3644,HBI,SEE
3645,HBI,VMC
3646,HBI,WM
3647,HIG,HES
3648,HIG,HPE
3649,HIG,HST
3650,HIG,IBM
3651,HIG,KIM
3652,HIG,LNC
3653,HIG,MPC
3654,HIG,NLSN
3655,HIG,OMC
3656,HIG,PBCT
3657,HIG,PXD
3658,HIG,LUV
3659,HIG,USB
3660,HIG,WBA
3661,HIG,WYNN
3662,HAS,PEAK
3663,HAS,JKHY
3664,HAS,UAA
3665,HAS,UA
3666,HAS,VTR
3667,HAS,VFC
3668,HAS,WELL
3669,HAS,YUM
3670,HCA,HON
3671,HCA,HPQ
3672,HCA,IP
3673,HCA,IPG
3674,HCA,IRM
3675,HCA,MOS
3676,HCA,NTAP
3677,HCA,NWS
3678,HCA,PM
3679,HCA,RJF
3680,HCA,RHI
3681,HCA,SNA
3682,HCA,TJX
3683,HCA,VMC
3684,HCA,WRK
3685,PEAK,HES
3686,PEAK,HPE
3687,PEAK,HST
3688,PEAK,HWM
3689,PEAK,HBAN
3690,PEAK,IBM
3691,PEAK,KIM
3692,PEAK,LVS
3693,PEAK,LNC
3694,PEAK,L
3695,PEAK,LUMN
3696,PEAK,MTB
3697,PEAK,MPC
3698,PEAK,TAP
3699,PEAK,NTRS
3700,PEAK,OMC
3701,PEAK,PBCT
3702,PEAK,PXD
3703,PEAK,PRU
3704,PEAK,PVH
3705,PEAK,RTX
3706,PEAK,SLB
3707,PEAK,LUV
3708,PEAK,SYY
3709,PEAK,TFC
3710,PEAK,USB
3711,PEAK,UHS
3712,PEAK,UNM
3713,PEAK,VFC
3714,PEAK,WRB
3715,PEAK,WYNN
3716,HSIC,HLT
3717,HSIC,IBM
3718,HSIC,IVZ
3719,HSIC,IRM
3720,HSIC,LYB
3721,HSIC,MET
3722,HSIC,MGM
3723,HSIC,MHK
3724,HSIC,NTAP
3725,HSIC,NTRS
3726,HSIC,PAYX
3727,HSIC,PFE
3728,HSIC,PM
3729,HSIC,PNC
3730,HSIC,PFG
3731,HSIC,PRU
3732,HSIC,PEG
3733,HSIC,PVH
3734,HSIC,RSG
3735,HSIC,RHI
3736,HSIC,SEE
3737,HSIC,SYF
3738,HSIC,SYY
3739,HSIC,TXT
3740,HSIC,TFC
3741,HSIC,USB
3742,HSIC,UNM
3743,HSIC,VMC
3744,HSY,HES
3745,HSY,HLT
3746,HSY,HON
3747,HSY,HWM
3748,HSY,HPQ
3749,HSY,HBAN
3750,HSY,IEX
3751,HSY,IR
3752,HSY,IBM
3753,HSY,IP
3754,HSY,IPG
3755,HSY,IVZ
3756,HSY,IQV
3757,HSY,IRM
3758,HSY,J
3759,HSY,JCI
3760,HSY,JPM
3761,HSY,KSU
3762,HSY,KEY
3763,HSY,KEYS
3764,HSY,LB
3765,HSY,LEG
3766,HSY,LYV
3767,HSY,LKQ
3768,HSY,LUMN
3769,HSY,LYB
3770,HSY,MDT
3771,HSY,MET
3772,HSY,MGM
3773,HSY,MCHP
3774,HSY,MU
3775,HSY,MAA
3776,HSY,MHK
3777,HSY,MS
3778,HSY,MOS
3779,HSY,MSI
3780,HSY,NTAP
3781,HSY,NWL
3782,HSY,NWSA
3783,HSY,NWS
3784,HSY,NLSN
3785,HSY,NTRS
3786,HSY,NUE
3787,HSY,NXPI
3788,HSY,ORCL
3789,HSY,PKG
3790,HSY,PNR
3791,HSY,PBCT
3792,HSY,PM
3793,HSY,PXD
3794,HSY,PNC
3795,HSY,PPG
3796,HSY,PFG
3797,HSY,PRU
3798,HSY,PEG
3799,HSY,PVH
3800,HSY,PWR
3801,HSY,RL
3802,HSY,RJF
3803,HSY,RF
3804,HSY,RSG
3805,HSY,RHI
3806,HSY,ROST
3807,HSY,STX
3808,HSY,SEE
3809,HSY,SNA
3810,HSY,LUV
3811,HSY,SWK
3812,HSY,SBUX
3813,HSY,STT
3814,HSY,SYF
3815,HSY,SYY
3816,HSY,TROW
3817,HSY,TPR
3818,HSY,TXN
3819,HSY,TXT
3820,HSY,TJX
3821,HSY,TT
3822,HSY,TFC
3823,HSY,TWTR
3824,HSY,USB
3825,HSY,UNP
3826,HSY,UPS
3827,HSY,UHS
3828,HSY,VFC
3829,HSY,VMC
3830,HSY,WRB
3831,HSY,WAB
3832,HSY,DIS
3833,HSY,WM
3834,HSY,WDC
3835,HSY,WU
3836,HSY,WRK
3837,HSY,WY
3838,HSY,XYL
3839,HSY,ZBH
3840,HSY,ZION
3841,HES,HPE
3842,HES,KEY
3843,HES,KIM
3844,HES,LNC
3845,HES,LUMN
3846,HES,MPC
3847,HES,NLSN
3848,HES,PBCT
3849,HES,PFG
3850,HES,USB
3851,HES,WRB
3852,HPE,HST
3853,HPE,KIM
3854,HPE,MTB
3855,HPE,PBCT
3856,HPE,LUV
3857,HPE,USB
3858,HLT,IP
3859,HLT,IVZ
3860,HLT,JPM
3861,HLT,KEY
3862,HLT,LYB
3863,HLT,MDT
3864,HLT,MGM
3865,HLT,MSI
3866,HLT,NTAP
3867,HLT,NTRS
3868,HLT,PM
3869,HLT,PNC
3870,HLT,PVH
3871,HLT,RL
3872,HLT,RF
3873,HLT,ROST
3874,HLT,DIS
3875,HLT,WRK
3876,HFC,TSN
3877,HOLX,ICE
3878,HOLX,IPGP
3879,HOLX,NKE
3880,HOLX,PCAR
3881,HOLX,PKI
3882,HOLX,QCOM
3883,HOLX,TTWO
3884,HOLX,UNP
3885,HON,IP
3886,HON,PAYX
3887,HON,SBUX
3888,HON,TJX
3889,HON,WRK
3890,HRL,NEM
3891,HRL,NI
3892,HRL,NLOK
3893,HRL,OXY
3894,HRL,OTIS
3895,HST,KIM
3896,HST,LNC
3897,HST,L
3898,HST,MTB
3899,HST,TAP
