,Stock1,Stock2
0,NVDA,TSM
1,BMWYY,LVMUY
2,NKE,AAPL
3,NFLX,AMZN
4,MSFT,AMZN
5,FB,AMZN
6,MSFT,EBAY
7,FB,AMZN
8,FB,MSFT
9,QCOM,TSM
10,QCOM,AAPL
11,REI,SPLK
12,AMZN,CRM
